company,job_title,job_id,job_type,salary_range,salary_freq,level,industry,job_description,requirements
TRAVELOKA SERVICES PTE. LTD.,Mid - Senior Level Data Engineer, JOB-2019-0087570 ,Permanent,"$6,100to$10,700",Monthly,Executive,Information Technology,"Roles & ResponsibilitiesData Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:   You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running   Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data.   Explore/learn new technologies that can complement or replace our current stack to improve it.  ","Requirements  Passion in big data, software engineering, and systems.   Excellent analysis and reasoning of system behaviors   6+ years hands-on experience   Uphold best practices and principle around clean code, testing, continuous integration   Strong team player and collaborator   Having high level of responsibility and resilience in dealing with issues   Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage.   Familiar with Java/JVM. Python is added advantage   Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important.   Having systems operational experience is a bonus, but not required.  "
TRAVELOKA SERVICES PTE. LTD.,Mid Level Data Engineer, JOB-2019-0087463 ,Permanent,"$4,300to$7,600",Monthly,Executive,Information Technology,"Roles & ResponsibilitiesData Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:   You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running   Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data.   Explore/learn new technologies that can complement or replace our current stack to improve it.  ","Requirements  Passion in big data, software engineering, and systems.   Excellent analysis and reasoning of system behaviors   3+ years hands-on experience   Uphold best practices and principle around clean code, testing, continuous integration   Strong team player and collaborator   Having high level of responsibility and resilience in dealing with issues   Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage.   Familiar with Java/JVM. Python is added advantage   Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important.   Having systems operational experience is a bonus, but not required.  "
TRAVELOKA SERVICES PTE. LTD.,Junior - Mid Level Data Engineer, JOB-2019-0087433 ,Permanent,"$3,000to$6,000",Monthly,Fresh/entry level,Information Technology,"Roles & ResponsibilitiesData Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:   You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running   Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data.   Explore/learn new technologies that can complement or replace our current stack to improve it.  ","Requirements  Passion in big data, software engineering, and systems.   Excellent analysis and reasoning of system behaviors   Fresh Graduate to 4 years hands-on experience   Uphold best practices and principle around clean code, testing, continuous integration   Strong team player and collaborator   Having high level of responsibility and resilience in dealing with issues   Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage.   Familiar with Java/JVM. Python is added advantage   Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important.   Having systems operational experience is a bonus, but not required.  "
CAPGEMINI SINGAPORE PTE. LTD.,Data Engineer, JOB-2019-0087273 ,Permanent,"$5,500to$7,500",Monthly,Professional,Engineering,"Roles & Responsibilities RDBMS: Oracle, Postgres, MSSQL, Netezza ETL and Data Integration Tools: IBM Datastage, Pentaho, Talend, Attunity Big Data: Hadoop (Hortonworks), Hive QL, Spark, Sqoop, etc Programming and Scripting: Linux/Unix Shell Scripting, Java, Scala, Hive QL, PL/SQL, NoSQL BI Tools: PowerBI, Qlik    Working Experience:  3-5 years in data engineering and modelling. Experience in designing and developing dataware house solutions Hands on in managing data mapping, data quality and integrity, performance in data processing, etc Experience in insurance domain (e.g. LifeAsia system) is an advantage Experience in Agile software development    Education  Bachelor in Computer Science, Computer Engineering or equivalent    Personal Traits  Proactive with can-do attitude Independent and self-motivated Able to work under pressure to meet tight timeline Able to provide regular updates   ","Requirements RDBMS: Oracle, Postgres, MSSQL, Netezza ETL and Data Integration Tools: IBM Datastage, Pentaho, Talend, Attunity Big Data: Hadoop (Hortonworks), Hive QL, Spark, Sqoop, etc Programming and Scripting: Linux/Unix Shell Scripting, Java, Scala, Hive QL, PL/SQL, NoSQL BI Tools: PowerBI, Qlik    Working Experience:  3-5 years in data engineering and modelling. Experience in designing and developing dataware house solutions Hands on in managing data mapping, data quality and integrity, performance in data processing, etc Experience in insurance domain (e.g. LifeAsia system) is an advantage Experience in Agile software development    Education  Bachelor in Computer Science, Computer Engineering or equivalent    Personal Traits  Proactive with can-do attitude Independent and self-motivated Able to work under pressure to meet tight timeline Able to provide regular updates   "
BEATHCHAPMAN (PTE. LTD.),Data Engineer, JOB-2019-0087625 ,Permanent,,Annually,Manager,Information Technology,Roles & Responsibilities•   Leading online travel company that provides a wide range of travel needs in one platform •   Mobile app that has been downloaded more than 30 million times •   Most popular travel app In the South East region,"RequirementsOn behalf of our client, BeathChapman is assisting in identifying a skilled Data Engineer that has been working with quite a significant amount of data (hundreds of TB or perhaps petabytes), as well as an individual that knows how to cope with the complexity of dealing with plenty of business requests, with multitude priorities. Job Responsibilities:  You will be designing, building, supporting and scaling our data infrastructure. Monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data. Designing and building tools for maintaining deployment flows to make deployment experience is seamless.  Explore/learn new technologies that can complement or replace our current stack to improve it.  Requirements   Comfortable with writing efficient code in either Python/Java/Scala Past experience in building and running data processing systems (batch or even better in streaming) Genuine interest in big data, software engineering, and how the data can shape the business in the overall Familiar with the concept and implementation of dimensional modelling.  Uphold best practices and principles around clean code, testing, continuous integration Strong team player and collaborator, having strong initiatives, and driving the team. Having a high level of responsibility and resilience in dealing with issues Experience in productionize and maintaining data pipeline.  Familiar with big data infrastructure (such as Kafka, Hadoop, Spark, etc.), databases, and data security, preferably within the cloud environment. Preferable to have experience in integrating 3rds party data such as segment, google analytics, mixpanel, salesforce, facebook, or others.  Background in the travel industry, e-commerce, finance, and financial technology is a strong point that will be considered.   Interested candidates can forward their CVs in MS Word format to hareesh@ethosbc.com quoting reference number HB/AFVP-404356/IA   Reg No. R1441909 BeathChapman Pte Ltd Licence no. 16S8112"
MICROSEC PTE. LTD.,Data Engineer, JOB-2019-0087169 ,"Permanent, Full Time","$4,000to$6,000",Monthly,Middle Management,Telecommunications,"Roles & ResponsibilitiesResponsibilities: 1. Developing, enhancing, automating, and managing analytics models for anomaly detection. 2. Run those models into production environment with static as well as distributed databases. 3. Exploring and evaluating new digital tools and techniques to improve the product’s operational capabilities 4. Provide engineering support of key testing activities, including support of laboratory and field testing activities Outcome: The candidate will get to work on the state of the art intrusion attacks and how to prevent them. As a startup company, the candidate will get to work on wide domain of technologies which will increase the breadth of the experience of the candidate. This will provide an insight information about the industry trend and will groom the candidate for future prospects.","RequirementsRequirements: At least 2 year of experience in Python, Unix/Linux with machine learning tools including Tensorflow, LSTM and other models. Should have designed and built at least one system from ground up and made it into an application. Should also have experience in building APIs and using it for application integration along with Visualization tools using Python based production environment."
NTUC ENTERPRISE CO-OPERATIVE LTD,Data Engineer, JOB-2019-0086312 ,Full Time,,Monthly,Executive,Information Technology,"Roles & Responsibilities COMPANY DESCRIPTION  NTUC Enterprise is the holding entity and single largest shareholder of the NTUC Social Enterprises. NTUC Enterprise aims to create a greater social force to do good by harnessing the capabilities of the social enterprises to meet pressing social needs in areas like health and eldercare, childcare, daily essentials, cooked food and financial services. Serving over two million customers, NTUC Enterprise wants to enable and empower all in Singapore to live better and more meaningful lives.  RESPONSIBILITIES   As a Senior Data Engineer/ Data Engineer, you will be getting “first-hand” break to engineer data analytics platform which will include architectural design, infrastructure setup, building data pipelines, integrate with data lakes and integrating data mining models into data pipelines. Understand, brain-storm and integrate data from different internal as well as external platforms (including mobile event streams) to help organization to deliver top notch customer experience. Work closely with tech heads (CXOs, Business Leaders, Engineering Managers) and their external vendors in defining and building enterprise data exchange platforms. Design, build, support and optimize new and existing data models and ETL processes. Develop and support the data pipeline to integrate new data from various data sources with emerging data technologies. Define and manage SLA for all data processes and own data quality issues. ","Requirements Advanced degree in computer science, computer engineering, or other technical fields (or) equivalent experience. 4+ years’ experience having developed data engineering capabilities for large and complex franchises. Strong data modeling (Kimball Preferred), system/schema design, SQL and ETL/ELT implementation skills Thorough knowledge of any one modern columnar, distributed and MPP based RDBMS systems. Preferably AWS Redshift or Azure Cosmos DB. Any one pipeline orchestration tool: AWS Batch, Airflow, Jenkins, Oozie, etc. Hands-on experience in any 1 modern programming language (Java/Python preferred) Extensive experience of building platform which are “horizontally scalable”, “highly available (Three 9s or higher)” and “fully automated maintenance” on top of AWS, GCP, Azure or Ali-Cloud. “Hands-on” experience of integrating open-source Big data technologies like Hive, Presto, Spark, Apache Ignite into traditional systems. Good understanding basic DBMS and operating system concepts. Frugality is in your thought and you strongly advocate using open source technologies. You write Neat, Optimized, Well documented and Self-maintainable code. Self-motivated and proactive, willing to learn new things, deliver best solution in most tensed situation. Good communication skills, strong team player and mentorship s "
NTUC ENTERPRISE CO-OPERATIVE LTD,Data Engineer, JOB-2019-0086307 ,Full Time,,Monthly,Executive,Information Technology,"Roles & Responsibilities COMPANY DESCRIPTION  NTUC Enterprise is the holding entity and single largest shareholder of the NTUC Social Enterprises. NTUC Enterprise aims to create a greater social force to do good by harnessing the capabilities of the social enterprises to meet pressing social needs in areas like health and eldercare, childcare, daily essentials, cooked food and financial services. Serving over two million customers, NTUC Enterprise wants to enable and empower all in Singapore to live better and more meaningful lives.  RESPONSIBILITIES   As a Senior Data Engineer/ Data Engineer, you will be getting “first-hand” break to engineer data analytics platform which will include architectural design, infrastructure setup, building data pipelines, integrate with data lakes and integrating data mining models into data pipelines. Understand, brain-storm and integrate data from different internal as well as external platforms (including mobile event streams) to help organization to deliver top notch customer experience. Work closely with tech heads (CXOs, Business Leaders, Engineering Managers) and their external vendors in defining and building enterprise data exchange platforms. Design, build, support and optimize new and existing data models and ETL processes. Develop and support the data pipeline to integrate new data from various data sources with emerging data technologies. Define and manage SLA for all data processes and own data quality issues. ","Requirements Advanced degree in computer science, computer engineering, or other technical fields (or) equivalent experience. 4+ years’ experience having developed data engineering capabilities for large and complex franchises. Strong data modeling (Kimball Preferred), system/schema design, SQL and ETL/ELT implementation skills Thorough knowledge of any one modern columnar, distributed and MPP based RDBMS systems. Preferably AWS Redshift or Azure Cosmos DB. Any one pipeline orchestration tool: AWS Batch, Airflow, Jenkins, Oozie, etc. Hands-on experience in any 1 modern programming language (Java/Python preferred) Extensive experience of building platform which are “horizontally scalable”, “highly available (Three 9s or higher)” and “fully automated maintenance” on top of AWS, GCP, Azure or Ali-Cloud. “Hands-on” experience of integrating open-source Big data technologies like Hive, Presto, Spark, Apache Ignite into traditional systems. Good understanding basic DBMS and operating system concepts. Frugality is in your thought and you strongly advocate using open source technologies. You write Neat, Optimized, Well documented and Self-maintainable code. Self-motivated and proactive, willing to learn new things, deliver best solution in most tensed situation. Good communication skills, strong team player and mentorship "
DATAROBOT SINGAPORE PTE. LTD.,Data Engineer, JOB-2019-0056133 ,Permanent,"$100,000to$160,000",Annually,Professional,Information Technology,"Roles & ResponsibilitiesData Engineer Singapore DataRobot is looking for an experienced software engineer to join our team working on Big Data problems.  As a team member, you will work on building a data processing framework that allows the DataRobot application to scale to new heights. The ideal candidate should have experience in distributed computing and storage architectures and be able to think at scale.","Requirements Bachelor's degree in Computer Science, Engineering, or related field 5+ years experience building large scale, highly available, distributed computing systems 1+ years experience in Scala or Java  2+ years experience working in the Hadoop stack (HDFS, Yarn, ZooKeeper, etc.) 3+ years experience in Python. Fundamental knowledge of data structures, algorithms, and complexity analysis Ability to expertly design and produce high quality, high performance code ready to ship Hands on experience with Big Data technologies (e.g. Hadoop MapReduce, Spark, Hive, Vertica, Netezza, Greenplum, Aster) Familiarity with internals of distributed data processing engines such as Spark Ability to evaluate and optimize performance and scalability in the context of big data processing and storage. Experience working in GNU/Linux environments Understanding of software design principles and best practices (test driven development, source control management) Open minded, curious, and thorough. Proficient in English "
PALO IT SINGAPORE PTE. LTD.,Senior Database Consultant - Big Data Engineer, JOB-2019-0086291 ,"Permanent, Full Time","$6,000to$12,000",Monthly,Professional,Information Technology,"Roles & ResponsibilitiesYour profile & role on the project YOU:  Thrive on challenge. When was the last time you failed? Are curious & always learning. What are you up to right now? Can deal with constant change. When were you last surprised? Have mastered at least one skill of your trade but you’re not defined by it. What can you teach us? Can you wear many hats?  YOU AGAIN: The DevOps Architect will install, maintain, and support an on-premises cloud infrastructure and apply DevOps practices and solutions. The person will also implement cloud-related and DevOps technologies such as AWS/Puppet/Chef/Elk/Azure/Openstack. Other infrastructure related activities such as maintaining the company internal server infrastructure and respond to consultant requests when required will be expected.  Install, maintain, and support on-premises and off-premises cloud stack. Configure, maintain, and support the cloud-related infrastructures. Act as a system administrator on different OSes (e.g. RHEL, Opensolaris, Ubuntu, etc.) and help teams deploy their application and automate their development and releases on the cloud. Ability to develop solutions and self-learn new tools and technologies. Document, and share knowledge on developed DevOps solutions.  STILL YOU:  Unix / Linux / Bash knowledge Very good understanding of cloud computing (e.g. Technologies, Deployment, costing, HA/DR, etc.) Good understanding of DevOps principles (e.g. testing automation, BDD, TDD, Release automation, CI/CD, etc.) 2 years experience with cloud deployment (e.g. Openstack, VMWare, AWS, Azure, Terraform, etc.) 1 year experience with testing automation (e.g. Maven, Selenium, HP QC, LoadRunner) 1 year experience with release automation process (e.g. CA-RA, Jenkins, etc.) 1 year experience with Configuration Management (e.g. Ansible, SaltStack, Puppet/Chef, etc.) 1 year experience with monitoring tools (e.g. ELK, Prometheus, Grafana and Splunk) Experience with developing and implementing processes to handle releases from Development to Operations while respecting internal rules, and offering solutions for rollback) Experience with designing an architecture to implement development-to-production workflows. Knowledge of SRE, Containers, Kubernetes, Openshift is a plus. Good understanding of microservice architecture and DevOps practices that support. Strong RDMS and NoSQL skill in deploying and fine tuning such as MySQL, Oracle, Elasticsearch.  Your role at PALO IT You will be invited to take part in R&D works done within our Practices. You will have the chance to assist or be a speaker at must-attend international IT conferences. You will have the opportunity to write articles for our Blog or specialized press. Genuine ambassador of PALO IT, you will present our offers and take an active role in the development of the company.  Your technical environment # Cloud and DevOps based technologies (AWS/Puppet/Chef/Elk/Azure/Opencloud) # DevOps practices # Linux OS, Shell Scripting, SQL # Agile and scrum environment","Requirements✔     You hold a Bachelor, Master or PhD degree in IT, Information Management and/or Computer Science ✔     You are just graduated or have less than 3 years of working experience ✔     Good knowledge of big data technology landscape and concepts related to distributed storage / computing ✔     Experience with big data frameworks (e.g. Hadoop, Spark) and distributions (Cloudera, Hortonworks, MapR) ✔     Experience with batch & ETL jobs to ingest and process data from multiple data sources ✔     Experience with NoSQL databases (e.g. Cassandra, MongoDB, Neo4J, ElasticSearch) ✔     Experience with querying tools (e.g Hive, Spark SQL, Impala) ✔     Experience or willingness to go in real-time stream processing, using solutions such as Kafka, Flume and/or Spark Streaming ✔     You are passionate about technology and continuous learning comes naturally to you  "
PALO IT SINGAPORE PTE. LTD.,Senior Database Consultant - Big Data Engineer, JOB-2019-0086288 ,"Permanent, Full Time","$6,000to$12,000",Monthly,Professional,Information Technology,"Roles & ResponsibilitiesYour profile & role on the project YOU:  Thrive on challenge. When was the last time you failed? Are curious & always learning. What are you up to right now? Can deal with constant change. When were you last surprised? Have mastered at least one skill of your trade but you’re not defined by it. What can you teach us? Can you wear many hats?  YOU AGAIN: The DevOps Architect will install, maintain, and support an on-premises cloud infrastructure and apply DevOps practices and solutions. The person will also implement cloud-related and DevOps technologies such as AWS/Puppet/Chef/Elk/Azure/Openstack. Other infrastructure related activities such as maintaining the company internal server infrastructure and respond to consultant requests when required will be expected.  Install, maintain, and support on-premises and off-premises cloud stack. Configure, maintain, and support the cloud-related infrastructures. Act as a system administrator on different OSes (e.g. RHEL, Opensolaris, Ubuntu, etc.) and help teams deploy their application and automate their development and releases on the cloud. Ability to develop solutions and self-learn new tools and technologies. Document, and share knowledge on developed DevOps solutions.  STILL YOU:  Unix / Linux / Bash knowledge Very good understanding of cloud computing (e.g. Technologies, Deployment, costing, HA/DR, etc.) Good understanding of DevOps principles (e.g. testing automation, BDD, TDD, Release automation, CI/CD, etc.) 2 years experience with cloud deployment (e.g. Openstack, VMWare, AWS, Azure, Terraform, etc.) 1 year experience with testing automation (e.g. Maven, Selenium, HP QC, LoadRunner) 1 year experience with release automation process (e.g. CA-RA, Jenkins, etc.) 1 year experience with Configuration Management (e.g. Ansible, SaltStack, Puppet/Chef, etc.) 1 year experience with monitoring tools (e.g. ELK, Prometheus, Grafana and Splunk) Experience with developing and implementing processes to handle releases from Development to Operations while respecting internal rules, and offering solutions for rollback) Experience with designing an architecture to implement development-to-production workflows. Knowledge of SRE, Containers, Kubernetes, Openshift is a plus. Good understanding of microservice architecture and DevOps practices that support. Strong RDMS and NoSQL skill in deploying and fine tuning such as MySQL, Oracle, Elasticsearch.  Your role at PALO IT You will be invited to take part in R&D works done within our Practices. You will have the chance to assist or be a speaker at must-attend international IT conferences. You will have the opportunity to write articles for our Blog or specialized press. Genuine ambassador of PALO IT, you will present our offers and take an active role in the development of the company.  Your technical environment # Cloud and DevOps based technologies (AWS/Puppet/Chef/Elk/Azure/Opencloud) # DevOps practices # Linux OS, Shell Scripting, SQL # Agile and scrum environment","Requirements✔     You hold a Bachelor, Master or PhD degree in IT, Information Management and/or Computer Science ✔     You are just graduated or have less than 3 years of working experience ✔     Good knowledge of big data technology landscape and concepts related to distributed storage / computing ✔     Experience with big data frameworks (e.g. Hadoop, Spark) and distributions (Cloudera, Hortonworks, MapR) ✔     Experience with batch & ETL jobs to ingest and process data from multiple data sources ✔     Experience with NoSQL databases (e.g. Cassandra, MongoDB, Neo4J, ElasticSearch) ✔     Experience with querying tools (e.g Hive, Spark SQL, Impala) ✔     Experience or willingness to go in real-time stream processing, using solutions such as Kafka, Flume and/or Spark Streaming ✔     You are passionate about technology and continuous learning comes naturally to you  "
PALO IT SINGAPORE PTE. LTD.,Senior Database Consultant - Big Data Engineer, JOB-2019-0086281 ,"Permanent, Full Time","$6,000to$12,000",Monthly,Professional,Information Technology,"Roles & ResponsibilitiesYour profile & role on the project YOU:  Thrive on challenge. When was the last time you failed? Are curious & always learning. What are you up to right now? Can deal with constant change. When were you last surprised? Have mastered at least one skill of your trade but you’re not defined by it. What can you teach us? Can you wear many hats?  YOU AGAIN: The DevOps Architect will install, maintain, and support an on-premises cloud infrastructure and apply DevOps practices and solutions. The person will also implement cloud-related and DevOps technologies such as AWS/Puppet/Chef/Elk/Azure/Openstack. Other infrastructure related activities such as maintaining the company internal server infrastructure and respond to consultant requests when required will be expected.  Install, maintain, and support on-premises and off-premises cloud stack. Configure, maintain, and support the cloud-related infrastructures. Act as a system administrator on different OSes (e.g. RHEL, Opensolaris, Ubuntu, etc.) and help teams deploy their application and automate their development and releases on the cloud. Ability to develop solutions and self-learn new tools and technologies. Document, and share knowledge on developed DevOps solutions.  STILL YOU:  Unix / Linux / Bash knowledge Very good understanding of cloud computing (e.g. Technologies, Deployment, costing, HA/DR, etc.) Good understanding of DevOps principles (e.g. testing automation, BDD, TDD, Release automation, CI/CD, etc.) 2 years experience with cloud deployment (e.g. Openstack, VMWare, AWS, Azure, Terraform, etc.) 1 year experience with testing automation (e.g. Maven, Selenium, HP QC, LoadRunner) 1 year experience with release automation process (e.g. CA-RA, Jenkins, etc.) 1 year experience with Configuration Management (e.g. Ansible, SaltStack, Puppet/Chef, etc.) 1 year experience with monitoring tools (e.g. ELK, Prometheus, Grafana and Splunk) Experience with developing and implementing processes to handle releases from Development to Operations while respecting internal rules, and offering solutions for rollback) Experience with designing an architecture to implement development-to-production workflows. Knowledge of SRE, Containers, Kubernetes, Openshift is a plus. Good understanding of microservice architecture and DevOps practices that support. Strong RDMS and NoSQL skill in deploying and fine tuning such as MySQL, Oracle, Elasticsearch.  Your role at PALO IT You will be invited to take part in R&D works done within our Practices. You will have the chance to assist or be a speaker at must-attend international IT conferences. You will have the opportunity to write articles for our Blog or specialized press. Genuine ambassador of PALO IT, you will present our offers and take an active role in the development of the company.  Your technical environment # Cloud and DevOps based technologies (AWS/Puppet/Chef/Elk/Azure/Opencloud) # DevOps practices # Linux OS, Shell Scripting, SQL # Agile and scrum environment","Requirements✔     You hold a Bachelor, Master or PhD degree in IT, Information Management and/or Computer Science ✔     You are just graduated or have less than 3 years of working experience ✔     Good knowledge of big data technology landscape and concepts related to distributed storage / computing ✔     Experience with big data frameworks (e.g. Hadoop, Spark) and distributions (Cloudera, Hortonworks, MapR) ✔     Experience with batch & ETL jobs to ingest and process data from multiple data sources ✔     Experience with NoSQL databases (e.g. Cassandra, MongoDB, Neo4J, ElasticSearch) ✔     Experience with querying tools (e.g Hive, Spark SQL, Impala) ✔     Experience or willingness to go in real-time stream processing, using solutions such as Kafka, Flume and/or Spark Streaming ✔     You are passionate about technology and continuous learning comes naturally to you  "
GRABTAXI HOLDINGS PTE. LTD.,Data Governance Engineer, JOB-2019-0086546 ,"Permanent, Full Time","$7,000to$12,000",Monthly,Professional,Information Technology,"Roles & Responsibilities  Work with teams across Grab to gain a solid understanding of the data landscape and to consistently be on top of new and changed datasets.   Lead the maintenance of  an up to date inventory list of all the data assets in Grab   Evaluates Grab data assets for quality, and value on a periodical basis   Manage the infrastructure and tools required to ensure that the data asset inventory and evaluations are up to date.   Participates in the setting up and management of Grab’s data sharing arrangements from an engineering standpoint to ensure that they are secure, equitable and compliant  ","Requirements  Experience working with data as an organization’s business asset   Strong working knowledge and experience handling complex data workflows spanning across multiple large datasets that will facilitate data partnerships.   Experience working with data management tools / data catalogues such as Alation, Apache Atlas and others.   Experience with network and information security.   Good experience in handling big data within a distributed system   Familiar with tools within Hadoop ecosystem, especially Presto and Spark   Good knowledge of SQL in distributed OLAP environments  "
GIC PRIVATE LIMITED,"Associate, Data Engineer", JOB-2019-0084548 ,Full Time,"$4,500to$9,000",Monthly,Middle Management,Banking and Finance,"Roles & ResponsibilitiesInternal Audit Department (IAD)   Internal Audit Department (IAD) has been tasked with the mandate to foster a strong governance and control environment in GIC.  IAD provides an independent assessment of GIC’s governance, risk management and internal control environment to key stakeholders including the Board of Directors and senior management. IAD acts as a trusted business partner working closely with the GIC group of companies and investment holding entities to bring about positive changes to the control environment and culture and thereby support senior management decision making.   We are looking for a suitable candidate to join the Internal Audit Data Analytics team.   IAD has leveraged data science to achieve greater risk coverage, stronger assurance and deeper business insight. Our data science capabilities include machine learning for anomaly detection and risk identification, the use of Natural Language Processing (NLP) to analyze unstructured data, and proficiency in “Big Data” platforms for efficient analysis of vast datasets. These capabilities have allowed IAD to progress towards a systematic, continuous audit approach with multi-dimensional analysis of complete data sets. With the strategy of integrating data science as a key IAD competency, existing talent are also equipped with new skillsets around the use of data analytics, programming languages and visualization tools.   Responsibilities  Analyse heterogeneous and unstructured data, and generate actionable insights to enhance risk and control activities. Work on Big Data infrastructure such as Hadoop to efficiently search data on very large datasets. Work closely with business stakeholders to analyse large data sets, trends and results to drive data-driven operational risk decisions. Collaborate with an existing internal community of data scientists to solve complex problems and influence change. Keep abreast of market developments in data analytics and recommend adoption of best practices into GIC. ","RequirementsRequirements   Good degree in Computer Engineering, Computer Science or Information Systems. Highly proficient in Python. Around 1-3 years’ of relevant experience in data warehousing, SQL stored procedures, ETL, data pipeline building and data analysis. Strong analytical and organization skills, with the ability to collect, organise, analyse, and disseminate significant amounts of information with attention to detail and accuracy. Good team player. Motivated and driven, able to work independently on technical projects. Experience in processing data in SQL databases and big data platforms such as Hadoop. Familiarity with open sourced platforms and libraries such as Spark, Alteryx, D3.js, Hadoop, Solr, Elasticsearch Knowledge of dashboard creation and visualisation using Tableau and D3.js will be an added advantage.  Please submit your job application to the following link : https://career10.successfactors.com/sfcareer/jobreqcareer?jobId=5893&company=gicprivate&username=  "
SEPHORA DIGITAL SEA PTE. LTD.,Data Engineer, JOB-2019-0031288 ,Full Time,"$5,000to$7,000",Monthly,Executive,Engineering,"Roles & ResponsibilitiesSephora Southeast Asia is a highly data-driven business, with analytics expertise embedded across many business areas, and a complex suite of internally developed and external technology to drive best-in-class customer experience and personalization, return on advertising spend and conversion. We are looking to a hire a proactive, commercially savvy data engineer to make sure all our data users - be they analysts, end users or AI-driven systems, have access to the right data at the right time, and ensure its accuracy. Responsibilities  Build automated processes to pull data from various systems/platforms into our BigQuery data warehouse Ensure data is successfully updated and accurate on a daily or real-time basis; implement appropriate monitoring to stop data problems becoming business problems Design fit-for-purpose schemas, and related ETL processes, to enable analytical teams across the business to be effective Work with engineering and business teams to put the right data in the right place at the right time to enable cross-channel targeting and personalization Take ownership of data quality issues, conduct root cause analysis and coordinate with external vendors and internal teams to resolve Support analysts in productionizing customer models and scripts Take a robust yet pragmatic view of data security, ensuring our customers’ data is protected and compliant, whilst enabling agility and innovation Keeping up to date on research and development of new technologies and techniques to enhance our data warehouse ","Requirements Experience with a cloud platform like AWS/GCP/Azure is mandatory. A knowledge of Google Cloud Platform and BigQuery would be a huge plus. Hands-on expertise with a range of data environments, from legacy enterprise SQL implementations to emerging cloud technologies Experience in a business with a well established data/BI/analytics infrastructure: have a clear view of what best-in-class looks like and how to get there Proven ability to be a self-starter and take end-to-end ownership of projects Excellent communicator, can build strong relationships with both technical and commercial stakeholders "
POCKETMATH PTE. LTD.,Senior Data Engineer, JOB-2018-0229903 ,Permanent,"$8,000to$12,000",Monthly,Professional,Engineering,"Roles & ResponsibilitiesYou will be working on our datasets to ensure they are highly available, fast and optimized. Datasets are consumed by multiple backend components, reporting and analytics systems, ad hoc investigations, etc. This data is also consumed by our Product and Brand safety teams to improve the overall product and user experience.  This job includes developing, scaling, and maintaining big data warehousing solutions, ensuring measurement accuracy, data consistency and correctness. Driving fast and efficient decision making based on data collected from our platform that serves millions of ad impressions and processes billions of ad opportunities every day.  Job responsibilities  Develop and maintain efficient and scalable data pipelines to provide analytics to other teams. Make data a first class citizen in our platform and make it easy to discover and use. Work in tandem with other engineering and product teams to deliver end to end solutions. Quickly react to any production issues and come up with rapid fixes. ","RequirementsRequirements  BS, MS, or PhD in Computer Science or similar technical field 3+ years experience developing data pipelines, data warehousing, metrics systems, etc Familiarity with variety of databases Strong knowledge of SQL based RDBMS Familiarity with data infrastructure ecosystem Knowledge of Hadoop and/or other MadReduce-based systems Strong skills with Java or Scala for data processing  Ideal candidate  Experience working in Ad tech industry Experience with AWS (EC2, ECS, S3, Kinesis, EMR, Glue, Athena) Experience with microservices architecture Experience with high performance, low latency, real-time systems "
